datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2023-01-11 16:00:00,1181071.5857,-2684062.28229,30.0,-21.249,63.399
2023-01-11 17:00:00,1181069.8336,-2684312.46744,60.0,-21.251,63.397
2023-01-11 18:00:00,1180786.933,-2684686.32384,60.0,-21.259,63.395
2023-01-11 19:00:00,1180503.95174,-2685060.15523,60.0,-21.267,63.393
2023-01-11 20:00:00,1180266.81749,-2685538.46376,60.0,-21.275,63.39
2023-01-11 21:00:00,1180077.41603,-2685871.0615,60.0,-21.281,63.388
2023-01-11 22:00:00,1180026.65866,-2686392.08389,60.0,-21.286,63.384
2023-01-11 23:00:00,1180256.20477,-2686914.65754,60.0,-21.286,63.379
2023-01-12 00:00:00,1180484.7595,-2687562.36342,60.0,-21.287,63.373
2023-01-12 01:00:00,1180807.13408,-2688168.87677,120.0,-21.286,63.367
2023-01-12 02:00:00,1181039.86798,-2688787.46493,120.0,-21.2867,63.36122
2023-01-12 03:00:00,1181115.08506,-2689428.76057,120.0,-21.29038,63.35581
2023-01-12 04:00:00,1181025.31324,-2690068.05252,120.0,-21.297,63.351
2023-01-12 05:00:00,1180786.25848,-2690671.71151,60.0,-21.306,63.347
2023-01-12 06:00:00,1180454.2129,-2691191.41786,60.0,-21.316,63.344
2023-01-12 07:00:00,1179982.22446,-2691647.72138,60.0,-21.328,63.342
2023-01-12 08:00:00,1179557.08329,-2692083.36016,60.0,-21.339,63.34
2023-01-12 09:00:00,1179271.60911,-2692582.35815,60.0,-21.348,63.337
2023-01-12 10:00:00,1179125.80656,-2693144.77056,60.0,-21.355,63.333
2023-01-12 11:00:00,1179071.44772,-2693916.38988,60.0,-21.362,63.327
2023-01-12 12:00:00,1179206.29807,-2694480.55009,60.0,-21.364,63.322
2023-01-12 13:00:00,1179432.66543,-2695253.94553,60.0,-21.366,63.315
2023-01-12 14:00:00,1179657.70574,-2696152.58103,60.0,-21.369,63.307
2023-01-12 15:00:00,1179835.59426,-2697071.86665,60.0,-21.373,63.299
2023-01-12 16:00:00,1179920.5251,-2697907.18583,60.0,-21.378,63.292
2023-01-12 17:00:00,1179728.14026,-2698365.21581,60.0,-21.385,63.289
2023-01-12 18:00:00,1179534.29069,-2698948.46953,60.0,-21.393,63.285
2023-01-12 19:00:00,1179293.18827,-2699552.31137,60.0,-21.402,63.281
2023-01-12 20:00:00,1179239.01212,-2700199.06812,60.0,-21.408,63.276
2023-01-12 21:00:00,1179323.25203,-2701034.5981,60.0,-21.413,63.269
2023-01-12 22:00:00,1179594.52769,-2701913.09448,60.0,-21.415,63.261
2023-01-12 23:00:00,1179958.62309,-2702875.71946,60.0,-21.416,63.252
2023-01-13 00:00:00,1180508.47959,-2704006.54145,60.0,-21.415,63.241
2023-01-13 01:00:00,1181297.45238,-2704783.7334,60.0,-21.407,63.232
2023-01-13 02:00:00,1182510.18274,-2705500.38002,60.0,-21.391,63.222
2023-01-13 03:00:00,1183490.18069,-2706069.26051,60.0,-21.378,63.214
2023-01-13 04:00:00,1184242.95824,-2705989.29364,90.0,-21.364,63.212
2023-01-13 05:00:00,1184883.00639,-2705594.18795,90.0,-21.34955,63.21292
