datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2023-08-02 11:00:00,-15548.5237,-2024.63327,30.0,-127.58104,89.85526
2023-08-02 12:00:00,-16499.42043,-2082.58904,60.0,-127.80606,89.84648
2023-08-02 13:00:00,-17449.63025,-1774.59099,60.0,-129.1931,89.83809
2023-08-02 14:00:00,-18256.46915,-1141.30377,60.0,-131.42281,89.83114
2023-08-02 15:00:00,-18794.16953,-57.04391,60.0,-134.8261,89.82651
2023-08-02 16:00:00,-19016.45117,1332.55747,60.0,-139.00839,89.82402
2023-08-02 17:00:00,-18943.29978,2733.10207,60.0,-143.20987,89.82332
2023-08-02 18:00:00,-18621.17393,3954.43753,60.0,-146.98936,89.82427
2023-08-02 19:00:00,-18206.28102,4850.59416,60.0,-149.91845,89.82607
2023-08-02 20:00:00,-17826.05254,5400.74534,60.0,-151.85519,89.82806
2023-08-02 21:00:00,-17551.18971,5602.46829,60.0,-152.70346,89.82993
2023-08-02 22:00:00,-17405.80775,5486.38222,60.0,-152.49507,89.83153
2023-08-02 23:00:00,-17569.32327,5245.93753,60.0,-151.62484,89.83074
2023-08-03 00:00:00,-18063.67721,5138.95981,60.0,-150.88059,89.82663
2023-08-03 01:00:00,-18807.38968,5314.39746,60.0,-150.77868,89.81959
2023-08-03 02:00:00,-19541.8033,5735.02422,60.0,-151.35563,89.812
2023-08-03 03:00:00,-20233.73713,6364.68843,60.0,-152.4614,89.80419
2023-08-03 04:00:00,-20740.8476,7169.16715,60.0,-154.06794,89.79742
2023-08-03 05:00:00,-21005.20925,8084.06767,60.0,-156.04973,89.79223
2023-08-03 06:00:00,-21025.16455,8923.63611,60.0,-157.99765,89.78915
2023-08-03 07:00:00,-20802.66356,9574.73334,60.0,-159.71495,89.7886
2023-08-03 08:00:00,-20404.47692,10039.73706,60.0,-161.19885,89.79007
2023-08-03 09:00:00,-20006.93174,10259.52091,60.0,-162.14867,89.79244
2023-08-03 10:00:00,-19804.59074,10237.33458,60.0,-162.33522,89.7942
2023-08-03 11:00:00,-19885.86595,10156.68546,60.0,-162.05563,89.79387
2023-08-03 12:00:00,-20145.02407,10227.15441,60.0,-161.91583,89.79144
2023-08-03 13:00:00,-20537.04112,10475.56753,60.0,-162.02529,89.78718
2023-08-03 14:00:00,-20992.98697,10997.40738,60.0,-162.64829,89.78123
2023-08-03 15:00:00,-21376.57368,11811.66838,60.0,-163.92293,89.77455
2023-08-03 16:00:00,-21580.69628,12858.38638,60.0,-165.78768,89.7681
2023-08-03 17:00:00,-21535.74653,14041.62839,60.0,-168.10495,89.76267
2023-08-03 18:00:00,-21185.69883,15208.29779,60.0,-170.67293,89.75926
2023-08-03 19:00:00,-20592.40499,16207.01827,60.0,-173.20411,89.75809
2023-08-03 20:00:00,-19818.89079,17012.47315,60.0,-175.64269,89.75889
2023-08-03 21:00:00,-18912.65549,17609.65511,60.0,-177.95673,89.76145
2023-08-03 22:00:00,-18111.38603,18027.1505,60.0,-179.86645,89.76411
2023-08-03 23:00:00,-17467.67959,18410.59285,60.0,178.49456,89.76572
2023-08-04 00:00:00,-17000.304,18849.90077,60.0,177.04659,89.76568
2023-08-04 01:00:00,-16657.58413,19406.60739,60.0,175.64101,89.76391
2023-08-04 02:00:00,-16361.81507,20100.22405,60.0,174.14599,89.76075
2023-08-04 03:00:00,-15991.45818,20936.79317,60.0,172.37248,89.7568
2023-08-04 04:00:00,-15477.70032,21832.24359,60.0,170.33426,89.75295
2023-08-04 05:00:00,-14701.89191,22730.40987,60.0,167.89454,89.7501
2023-08-04 06:00:00,-13737.27526,23454.44661,60.0,165.35752,89.74908
2023-08-04 07:00:00,-12723.77371,23983.6286,60.0,162.94681,89.74937
2023-08-04 08:00:00,-11747.69177,24308.11233,60.0,160.79368,89.75077
2023-08-04 09:00:00,-10897.15074,24501.42831,60.0,158.97738,89.75246
2023-08-04 10:00:00,-10247.7457,24650.50018,60.0,157.57371,89.75356
2023-08-04 11:00:00,-9866.00356,24786.81778,60.0,156.70425,89.75373
2023-08-04 12:00:00,-9696.62029,25123.69637,60.0,156.10435,89.7514
2023-08-04 13:00:00,-9603.20704,25675.07268,60.0,155.50723,89.74695
2023-08-04 14:00:00,-9468.91228,26506.7176,60.0,154.65809,89.74017
2023-08-04 15:00:00,-9205.98117,27610.27177,60.0,153.43972,89.73133
2023-08-04 16:00:00,-8704.03577,28837.94989,60.0,151.79517,89.72193
2023-08-04 17:00:00,-7935.34095,30032.188,60.0,149.80088,89.71325
2023-08-04 18:00:00,-7028.46498,31051.58588,60.0,147.75388,89.7061
2023-08-04 19:00:00,-5985.47168,31799.42507,60.0,145.65982,89.7013
2023-08-04 20:00:00,-5001.41521,32264.78693,60.0,143.81138,89.6986
2023-08-04 21:00:00,-4196.68267,32509.70246,60.0,142.35564,89.6974
2023-08-04 22:00:00,-3620.02967,32598.047,60.0,141.33676,89.69723
2023-08-04 23:00:00,-3292.86998,32632.28374,60.0,140.76212,89.69723
2023-08-05 00:00:00,-3124.63892,32770.3203,60.0,140.44667,89.69612
2023-08-05 01:00:00,-3056.6502,33035.10618,60.0,140.28637,89.69374
2023-08-05 02:00:00,-3029.66038,33438.94428,60.0,140.17702,89.69005
2023-08-05 03:00:00,-2910.35827,34008.83007,60.0,139.89126,89.68491
2023-08-05 04:00:00,-2591.89219,34699.77175,60.0,139.27176,89.67879
2023-08-05 05:00:00,-2102.1297,35380.26241,60.0,138.40025,89.67282
2023-08-05 06:00:00,-1544.10692,35926.26748,60.0,137.46105,89.66805
2023-08-05 07:00:00,-887.43608,36276.2339,60.0,136.40136,89.66502
2023-08-05 08:00:00,-253.08958,36399.27025,60.0,135.39838,89.66398
2023-08-05 09:00:00,247.80751,36337.43292,60.0,134.60927,89.66455
2023-08-05 10:00:00,576.66307,36180.38366,60.0,134.08687,89.66597
2023-08-05 11:00:00,708.05341,36034.41355,60.0,133.87432,89.66729
2023-08-05 12:00:00,705.55739,35984.83483,60.0,133.87674,89.66775
2023-08-05 13:00:00,643.3318,36088.04876,60.0,133.97871,89.66681
2023-08-05 14:00:00,616.17837,36404.01601,60.0,134.0303,89.6639
2023-08-05 15:00:00,694.03423,36864.69896,60.0,133.92145,89.65963
2023-08-05 16:00:00,916.93769,37390.20924,60.0,133.59519,89.65474
2023-08-05 17:00:00,1293.08168,37949.31293,60.0,133.04846,89.64948
2023-08-05 18:00:00,1856.40048,38431.16709,60.0,132.2345,89.64482
2023-08-05 19:00:00,2558.39655,38759.91749,60.0,131.2236,89.64142
2023-08-05 20:00:00,3286.23995,38897.87556,60.0,130.1709,89.63964
2023-08-05 21:00:00,4029.9309,38848.53055,60.0,129.07764,89.63946
2023-08-05 22:00:00,4670.74987,38630.35891,60.0,128.1059,89.6408
2023-08-05 23:00:00,5127.13416,38332.45538,60.0,127.38165,89.64299
2023-08-06 00:00:00,5373.78701,38050.56175,60.0,126.96142,89.64526
2023-08-06 01:00:00,5476.5564,37890.74462,60.0,126.77568,89.64659
2023-08-06 02:00:00,5530.03133,37929.66535,60.0,126.70489,89.64616
2023-08-06 03:00:00,5640.26988,38158.44751,60.0,126.59189,89.64392
2023-08-06 04:00:00,5873.36025,38554.09876,60.0,126.33812,89.63999
2023-08-06 05:00:00,6295.95521,39042.22796,60.0,125.83934,89.63494
2023-08-06 06:00:00,6834.13998,39415.6336,60.0,125.16348,89.63072
2023-08-06 07:00:00,7451.11396,39624.38033,60.0,124.35026,89.62781
2023-08-06 08:00:00,8054.30571,39672.95585,60.0,123.52392,89.6263
2023-08-06 09:00:00,8512.82537,39535.60186,60.0,122.84857,89.62667
2023-08-06 10:00:00,8793.77789,39322.4411,60.0,122.39421,89.62804
2023-08-06 11:00:00,8907.79344,39120.00989,60.0,122.17222,89.62963
2023-08-06 12:00:00,8914.90556,39003.63532,60.0,122.12529,89.63066
2023-08-06 13:00:00,8869.42557,39030.24776,60.0,122.19725,89.63052
2023-08-06 14:00:00,8847.04523,39217.33946,60.0,122.28744,89.62888
2023-08-06 15:00:00,8926.50981,39565.69792,60.0,122.28623,89.62558
2023-08-06 16:00:00,9161.42989,40008.57304,60.0,122.10239,89.62111
2023-08-06 17:00:00,9541.30613,40454.98413,60.0,121.72931,89.6163
2023-08-06 18:00:00,10010.71719,40828.59133,60.0,121.22349,89.61194
2023-08-06 19:00:00,10513.49618,41080.98517,60.0,120.6449,89.60855
2023-08-06 20:00:00,10969.25505,41192.68003,60.0,120.08866,89.60649
2023-08-06 21:00:00,11312.77864,41148.1403,60.0,119.62758,89.60606
2023-08-06 22:00:00,11482.09024,40991.79601,60.0,119.35207,89.60703
2023-08-06 23:00:00,11468.85999,40823.36535,60.0,119.3079,89.60856
2023-08-07 00:00:00,11323.00775,40743.7456,60.0,119.46897,89.60963
2023-08-07 01:00:00,11111.94888,40793.47855,60.0,119.76259,89.6097
2023-08-07 02:00:00,10886.53389,41015.41458,60.0,120.135,89.60827
2023-08-07 03:00:00,10756.81493,41390.99427,60.0,120.43206,89.60522
2023-08-07 04:00:00,10800.90755,41834.64941,60.0,120.52345,89.60115
2023-08-07 05:00:00,11020.72822,42165.85022,60.0,120.35249,89.59768
2023-08-07 06:00:00,11325.44004,42348.50547,60.0,120.02753,89.59533
2023-08-07 07:00:00,11623.37671,42371.20381,60.0,119.65984,89.59441
2023-08-07 08:00:00,11880.10325,42218.36576,60.0,119.28358,89.59514
2023-08-07 09:00:00,12019.71487,41914.91294,60.0,118.99898,89.59748
2023-08-07 10:00:00,12013.0577,41529.57418,60.0,118.86669,89.60091
2023-08-07 11:00:00,11869.62118,41158.18007,60.0,118.91295,89.60457
2023-08-07 12:00:00,11636.21117,40863.00001,60.0,119.10508,89.60779
2023-08-07 13:00:00,11379.1367,40677.72204,60.0,119.37163,89.61008
2023-08-07 14:00:00,11156.21429,40623.9865,60.0,119.64392,89.61111
2023-08-07 15:00:00,11052.00597,40637.0351,60.0,119.78534,89.61124
2023-08-07 16:00:00,11109.89996,40717.65752,60.0,119.73822,89.61038
2023-08-07 17:00:00,11294.22072,40762.39314,60.0,119.5133,89.60954
2023-08-07 18:00:00,11581.49952,40748.53025,60.0,119.13385,89.60894
2023-08-07 19:00:00,11929.7719,40630.6318,60.0,118.63696,89.6091
2023-08-07 20:00:00,12291.81264,40380.32776,60.0,118.0697,89.61035
2023-08-07 21:00:00,12603.27228,40003.03356,60.0,117.51255,89.61283
2023-08-07 22:00:00,12809.72665,39547.44832,60.0,117.05246,89.61625
2023-08-07 23:00:00,12907.50232,39081.32623,60.0,116.72301,89.62006
2023-08-08 00:00:00,12903.02172,38668.6599,60.0,116.54709,89.62369
2023-08-08 01:00:00,12844.91928,38386.16334,60.0,116.49854,89.62634
2023-08-08 02:00:00,12834.483,38232.98284,60.0,116.44354,89.62771
2023-08-08 03:00:00,13032.69793,38206.91671,60.0,116.16506,89.62735
2023-08-08 04:00:00,13477.97327,38230.36482,60.0,115.58009,89.6258
2023-08-08 05:00:00,14136.95914,38198.78589,60.0,114.69103,89.624
2023-08-08 06:00:00,14921.76394,38111.13108,60.0,113.61802,89.62218
2023-08-08 07:00:00,15772.23161,37909.78752,60.0,112.41042,89.62097
2023-08-08 08:00:00,16625.38578,37582.48509,60.0,111.13681,89.62064
2023-08-08 09:00:00,17398.99399,37127.54605,60.0,109.89091,89.6215
2023-08-08 10:00:00,18008.10342,36585.77883,60.0,108.79285,89.62357
2023-08-08 11:00:00,18431.92304,36048.73925,60.0,107.91908,89.62625
2023-08-08 12:00:00,18679.15253,35601.73499,60.0,107.31536,89.62886
2023-08-08 13:00:00,18823.41052,35302.55258,60.0,106.93335,89.63068
2023-08-08 14:00:00,18962.48184,35195.01997,60.0,106.68496,89.63095
2023-08-08 15:00:00,19199.79989,35262.66924,60.0,106.43261,89.62936
2023-08-08 16:00:00,19606.29279,35415.53546,60.0,106.03077,89.62631
2023-08-08 17:00:00,20194.94916,35535.86688,60.0,105.39053,89.62269
2023-08-08 18:00:00,20951.03831,35575.65752,60.0,104.50553,89.61887
2023-08-08 19:00:00,21798.71031,35459.53567,60.0,103.41892,89.61576
2023-08-08 20:00:00,22639.16323,35149.7095,60.0,102.2153,89.61405
2023-08-08 21:00:00,23377.13991,34680.29521,60.0,101.01705,89.61392
2023-08-08 22:00:00,23932.28403,34159.19702,60.0,99.98452,89.61498
2023-08-08 23:00:00,24292.4693,33681.3096,60.0,99.19917,89.61665
2023-08-09 00:00:00,24505.14395,33331.2838,60.0,98.67669,89.6181
2023-08-09 01:00:00,24651.33196,33201.52526,60.0,98.407,89.61826
2023-08-09 02:00:00,24825.88963,33269.9435,60.0,98.26986,89.6168
