datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2022-01-10 16:00:00,1459419.78168,-1406787.81989,8.0,1.052,71.445
2022-01-10 16:30:00,1459252.51979,-1406341.90436,15.5,1.05779,71.44887
2022-01-10 17:00:00,1459004.87507,-1405803.47321,15.0,1.0639,71.45384
2022-01-10 17:30:00,1458716.94764,-1405275.60574,15.0,1.069,71.459
2022-01-10 18:00:00,1458544.02619,-1404814.55877,17.0,1.075,71.463
2022-01-10 18:30:00,1458354.95107,-1404401.97905,17.0,1.0797,71.4668
2022-01-10 19:00:00,1458173.44937,-1403918.08001,15.5,1.086,71.471
2022-01-10 19:30:00,1458000.30483,-1403457.19507,14.5,1.092,71.475
2022-01-10 20:00:00,1457722.55221,-1402944.77278,15.5,1.097,71.48
2022-01-10 20:30:00,1457451.33907,-1402585.75685,14.5,1.099,71.484
2022-01-10 21:00:00,1457277.99649,-1402125.03115,15.0,1.105,71.488
2022-01-10 21:30:00,1457129.04035,-1401638.92903,15.0,1.112,71.492
2022-01-10 22:00:00,1456935.75891,-1401219.86161,15.5,1.11676,71.49587
2022-01-10 22:30:00,1456793.20992,-1400734.5393,15.0,1.12388,71.49982
2022-01-10 23:00:00,1456455.8682,-1400242.04481,22.5,1.12732,71.50508
2022-01-10 23:30:00,1456270.33169,-1399722.83107,24.0,1.13428,71.50953
2022-01-11 00:00:00,1456180.65038,-1399259.45104,21.0,1.142,71.513
2022-01-11 00:30:00,1455951.0617,-1398696.75553,15.0,1.149,71.518
2022-01-11 01:00:00,1455721.36274,-1398134.14227,15.0,1.156,71.523
2022-01-11 01:30:00,1455504.79462,-1397458.9174,22.5,1.16557,71.52862
2022-01-11 02:00:00,1455312.76327,-1396826.90587,23.0,1.17474,71.5338
2022-01-11 02:30:00,1455090.63884,-1396064.4248,14.5,1.186,71.54
2022-01-11 03:00:00,1455006.52267,-1395349.83825,15.0,1.199,71.545
2022-01-11 03:30:00,1454946.50339,-1394609.9736,15.0,1.213,71.55
2022-01-11 04:00:00,1455015.07402,-1393896.2766,15.0,1.229,71.554
2022-01-11 04:30:00,1455059.04719,-1393208.04922,15.0,1.244,71.558
2022-01-11 05:00:00,1455102.76324,-1392519.89772,15.0,1.259,71.562
2022-01-11 05:30:00,1455243.38688,-1391730.23042,15.5,1.278,71.566
2022-01-11 06:00:00,1455340.76195,-1390859.66717,16.0,1.29782,71.57078
2022-01-11 06:30:00,1455522.71781,-1390151.55091,15.0,1.31597,71.574
2022-01-11 07:00:00,1455887.4445,-1389769.9829,15.0,1.331,71.574
2022-01-11 07:30:00,1456114.76804,-1389210.03609,15.5,1.347,71.576
2022-01-11 08:00:00,1456317.65654,-1388675.48929,14.5,1.362,71.578
2022-01-11 08:30:00,1456471.90968,-1388191.77362,15.0,1.375,71.58
2022-01-11 09:00:00,1456730.65213,-1387759.24295,15.0,1.389,71.581
2022-01-11 09:30:00,1456884.62649,-1387275.51064,15.0,1.402,71.583
2022-01-11 10:00:00,1457010.04615,-1386842.80884,16.0,1.41339,71.58487
2022-01-11 10:30:00,1457103.90971,-1386383.66228,36.5,1.42471,71.58711
2022-01-11 11:00:00,1457194.31645,-1385976.31059,36.5,1.43489,71.58904
2022-01-11 11:30:00,1457281.4609,-1385569.53225,15.5,1.445,71.591
2022-01-11 12:00:00,1457313.91608,-1385213.01639,14.5,1.453,71.593
2022-01-11 12:30:00,1457262.62082,-1384792.19566,15.5,1.46069,71.59595
2022-01-11 13:00:00,1457319.92898,-1384409.36283,15.0,1.46972,71.59795
2022-01-11 13:30:00,1457225.65138,-1384016.05844,15.0,1.476,71.601
2022-01-11 14:00:00,1457326.3455,-1383611.05925,16.0,1.48635,71.60285
2022-01-11 14:30:00,1457386.47013,-1383201.50234,15.0,1.496,71.605
2022-01-11 15:00:00,1457361.87167,-1382759.68241,15.5,1.50466,71.6079
2022-01-11 15:30:00,1457383.6572,-1382251.87384,15.0,1.51559,71.6109
2022-01-11 16:00:00,1457433.43516,-1381699.68646,16.0,1.528,71.614
2022-01-11 16:30:00,1457541.32135,-1381120.45343,16.0,1.54211,71.61688
2022-01-11 17:00:00,1457699.18145,-1380622.89796,14.5,1.55552,71.61893
2022-01-11 17:30:00,1457905.44169,-1380071.1084,15.0,1.571,71.621
2022-01-11 18:00:00,1458105.35924,-1379536.74145,15.0,1.586,71.623
2022-01-11 18:30:00,1458478.18192,-1379141.43814,15.5,1.60151,71.62301
2022-01-11 19:00:00,1458770.83891,-1378671.35215,15.0,1.617,71.624
2022-01-11 19:30:00,1459188.39504,-1378391.12281,15.5,1.631,71.623
2022-01-11 20:00:00,1459639.07569,-1378049.19567,17.0,1.64693,71.62216
2022-01-11 20:30:00,1460076.30314,-1377759.57142,13.5,1.66151,71.62109
2022-01-11 21:00:00,1460569.63626,-1377574.9213,22.0,1.675,71.619
2022-01-11 21:30:00,1460970.1306,-1377299.59066,15.5,1.68856,71.61808
2022-01-11 22:00:00,1461413.03708,-1377165.97866,15.0,1.7,71.616
2022-01-11 22:30:00,1461919.9123,-1377113.81963,15.0,1.711,71.613
2022-01-11 23:00:00,1462312.73507,-1377016.15713,15.5,1.72071,71.61103
2022-01-11 23:30:00,1462619.08313,-1376857.31186,15.0,1.73,71.61
2022-01-12 00:00:00,1462940.2425,-1376678.12165,23.0,1.74,71.609
2022-01-12 00:30:00,1463281.34266,-1376626.46168,23.0,1.74774,71.60708
2022-01-12 01:00:00,1463659.23518,-1376550.1841,15.0,1.75671,71.60507
2022-01-12 01:30:00,1463945.33525,-1376420.01889,14.5,1.765,71.604
2022-01-12 02:00:00,1464451.85789,-1376354.21191,22.5,1.77626,71.60108
2022-01-12 02:30:00,1465102.04231,-1376302.44021,23.0,1.79003,71.59714
2022-01-12 03:00:00,1465084.64635,-1376848.19346,24.5,1.77835,71.59388
2022-01-12 03:30:00,1465547.39369,-1376336.88075,21.5,1.798,71.594
2022-01-12 04:00:00,1465886.35886,-1376462.62859,24.0,1.802,71.591
2022-01-12 04:30:00,1466240.47887,-1376409.96106,13.5,1.81,71.589
2022-01-12 05:00:00,1466570.59144,-1376382.81899,15.5,1.817,71.587
2022-01-12 05:30:00,1467005.7349,-1376406.00622,14.5,1.825,71.584
2022-01-12 06:00:00,1467521.91993,-1376505.08119,15.0,1.833,71.58
2022-01-12 06:30:00,1467957.14874,-1376528.07207,15.0,1.841,71.577
2022-01-12 07:00:00,1468497.46829,-1376601.29959,15.0,1.85,71.573
