datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2023-01-01 00:00:00,1623508.54145,-1549562.15036,30.0,1.335,69.495
2023-01-01 01:00:00,1624911.67887,-1549871.98987,60.0,1.354,69.484
2023-01-01 02:00:00,1626315.50945,-1550018.85072,60.0,1.376,69.474
2023-01-01 03:00:00,1627476.72174,-1550095.97824,60.0,1.395,69.466
2023-01-01 04:00:00,1628287.57705,-1549730.48241,60.0,1.416,69.463
2023-01-01 05:00:00,1628855.32516,-1549295.8759,60.0,1.434,69.462
2023-01-01 06:00:00,1629449.99363,-1548832.62681,60.0,1.453,69.461
2023-01-01 07:00:00,1630098.52657,-1548474.56332,60.0,1.471,69.459
2023-01-01 08:00:00,1630611.91715,-1548096.23116,60.0,1.487,69.458
2023-01-01 09:00:00,1630963.13822,-1547888.5358,60.0,1.497,69.457
2023-01-01 10:00:00,1631314.36015,-1547843.09277,60.0,1.504,69.455
2023-01-01 11:00:00,1631665.59629,-1547797.58797,60.0,1.511,69.453
2023-01-01 12:00:00,1631881.79512,-1548056.78576,60.0,1.51,69.45
2023-01-01 13:00:00,1631854.77673,-1548409.98055,60.0,1.503,69.448
2023-01-01 14:00:00,1631800.61774,-1548954.04564,60.0,1.492,69.445
2023-01-01 15:00:00,1631800.30138,-1549603.57969,60.0,1.48,69.441
2023-01-01 16:00:00,1631745.50879,-1550472.55748,60.0,1.463,69.436
2023-01-01 17:00:00,1632582.91272,-1551051.38625,60.0,1.467,69.427
2023-01-01 18:00:00,1633772.43709,-1551259.47338,60.0,1.484,69.418
2023-01-01 19:00:00,1635043.31825,-1551543.93964,60.0,1.501,69.408
2023-01-01 20:00:00,1636287.60713,-1551693.78764,60.0,1.52,69.399
2023-01-01 21:00:00,1637315.78007,-1551746.39432,60.0,1.537,69.392
2023-01-01 22:00:00,1638235.91102,-1551750.27189,60.0,1.553,69.386
2023-01-01 23:00:00,1639020.84816,-1551734.13874,60.0,1.567,69.381
2023-01-02 00:00:00,1639805.81252,-1551880.40664,60.0,1.578,69.375
2023-01-02 01:00:00,1640590.8298,-1552189.15631,60.0,1.586,69.368
2023-01-02 02:00:00,1641159.37754,-1552401.39927,60.0,1.592,69.363
2023-01-02 03:00:00,1641646.78177,-1552536.74216,60.0,1.598,69.359
2023-01-02 04:00:00,1642269.65767,-1552691.47498,60.0,1.606,69.354
2023-01-02 05:00:00,1642675.94337,-1552749.84475,60.0,1.612,69.351
2023-01-02 06:00:00,1643163.56413,-1552722.11484,60.0,1.621,69.348
2023-01-02 07:00:00,1643895.04091,-1552761.72401,60.0,1.633,69.343
2023-01-02 08:00:00,1644734.99548,-1552849.13711,60.0,1.646,69.337
2023-01-02 09:00:00,1645629.29,-1552878.81508,60.0,1.661,69.331
2023-01-02 10:00:00,1646415.29458,-1552860.17424,60.0,1.675,69.326
2023-01-02 11:00:00,1647174.29208,-1552869.99671,60.0,1.688,69.321
2023-01-02 12:00:00,1647879.12571,-1552774.13225,60.0,1.702,69.317
