datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2020-01-01 00:30:00,98548.91092,354830.38805,15.0,119.47815,86.60143
2020-01-01 01:00:00,98458.57889,354544.28265,30.0,119.47978,86.6042
2020-01-01 01:30:00,98365.36422,354260.15338,30.0,119.48193,86.60695
2020-01-01 02:00:00,98274.51278,353982.96504,30.0,119.48402,86.60964
2020-01-01 02:30:00,98180.23914,353707.25845,30.0,119.48668,86.61232
2020-01-01 03:00:00,98081.08805,353436.48019,30.0,119.49029,86.61497
2020-01-01 03:30:00,97988.29597,353175.2041,30.0,119.49335,86.61752
2020-01-01 04:00:00,97888.77359,352916.34033,30.0,119.49753,86.62007
2020-01-01 04:30:00,97791.68091,352647.16406,30.0,119.50091,86.6227
2020-01-01 05:00:00,97698.85191,352368.43653,30.0,119.50326,86.62541
2020-01-01 05:30:00,97613.3324,352084.634,30.0,119.50429,86.62814
2020-01-01 06:00:00,97531.08334,351802.57883,30.0,119.5049,86.63085
2020-01-01 06:30:00,97456.4426,351508.44514,30.0,119.50386,86.63365
2020-01-01 07:00:00,97389.93495,351201.60867,30.0,119.50104,86.63654
2020-01-01 07:30:00,97339.03301,350885.5721,30.0,119.49547,86.63948
2020-01-01 08:00:00,97298.37408,350541.61985,30.5,119.48716,86.64263
2020-01-01 08:30:00,97266.02532,350203.45796,30.0,119.47782,86.64572
2020-01-01 09:00:00,97248.61975,349876.27629,30.0,119.46665,86.64867
2020-01-01 09:30:00,97240.98263,349540.97892,30.0,119.45363,86.65167
2020-01-01 10:00:00,97232.66854,349196.68732,30.0,119.44031,86.65475
2020-01-01 10:30:00,97233.37923,348854.3502,30.0,119.42568,86.65779
2020-01-01 11:00:00,97235.04411,348507.59553,30.0,119.41068,86.66086
2020-01-01 11:30:00,97243.01003,348167.15423,30.0,119.39496,86.66387
2020-01-01 12:00:00,97253.25289,347829.96353,30.0,119.37901,86.66684
2020-01-01 12:30:00,97269.98887,347495.3536,30.0,119.36214,86.66977
2020-01-01 13:00:00,97285.64562,347165.55613,30.0,119.34562,86.67266
2020-01-01 13:30:00,97302.58867,346836.51271,30.0,119.3289,86.67554
2020-01-01 14:00:00,97320.20272,346512.14537,30.0,119.31226,86.67838
2020-01-01 14:30:00,97340.94088,346201.54202,30.0,119.29569,86.68108
2020-01-01 15:00:00,97368.52577,345897.53002,30.0,119.27834,86.68371
2020-01-01 15:30:00,97403.21504,345595.90124,30.0,119.25997,86.6863
2020-01-01 16:00:00,97446.28621,345307.83223,30.0,119.24087,86.68875
2020-01-01 16:30:00,97504.88026,345028.68327,30.0,119.21974,86.69109
2020-01-01 17:00:00,97575.52767,344750.00555,30.0,119.19675,86.69338
2020-01-01 17:30:00,97655.1319,344473.081,30.0,119.17243,86.69564
2020-01-01 18:00:00,97744.6185,344199.69905,30.0,119.1467,86.69784
2020-01-01 18:30:00,97843.2397,343925.82317,30.0,119.11951,86.70002
2020-01-01 19:00:00,97939.44691,343651.73356,30.0,119.09265,86.70221
2020-01-01 19:30:00,98041.42637,343374.71793,30.0,119.06473,86.70441
2020-01-01 20:00:00,98149.69082,343099.57026,30.0,119.03589,86.70657
2020-01-01 20:30:00,98264.55042,342814.75162,30.0,119.00556,86.70881
2020-01-01 21:00:00,98380.11651,342520.06818,30.0,118.97464,86.71113
2020-01-01 21:30:00,98489.96196,342217.81319,30.0,118.94423,86.71353
2020-01-01 22:00:00,98605.50069,341911.57247,30.0,118.91272,86.71595
2020-01-01 22:30:00,98709.50987,341596.23603,30.0,118.88253,86.71847
2020-01-01 23:00:00,98816.34727,341273.45256,30.0,118.85153,86.72106
2020-01-01 23:30:00,98914.8873,340942.26369,30.0,118.82139,86.72374
2020-01-02 00:00:00,99008.459,340599.08988,30.0,118.79143,86.72654
2020-01-02 00:30:00,99091.43789,340257.69527,30.0,118.76314,86.72935
2020-01-02 01:00:00,99169.29571,339914.89411,30.0,118.73553,86.73219
2020-01-02 01:30:00,99241.2198,339577.06704,30.0,118.70903,86.73499
2020-01-02 02:00:00,99310.56316,339234.15303,30.0,118.68264,86.73785
2020-01-02 02:30:00,99378.70545,338894.01569,30.0,118.65653,86.74068
2020-01-02 03:00:00,99447.79954,338563.99676,30.0,118.63069,86.74342
2020-01-02 03:30:00,99517.48909,338243.96788,30.0,118.60516,86.74607
2020-01-02 04:00:00,99588.65605,337929.17427,30.0,118.57961,86.74867
2020-01-02 04:30:00,99663.95905,337624.16126,30.0,118.55382,86.75118
2020-01-02 05:00:00,99743.08502,337320.74087,30.0,118.52747,86.75365
2020-01-02 05:30:00,99830.03591,337016.53083,30.0,118.49981,86.75612
2020-01-02 06:00:00,99917.41343,336714.71782,30.0,118.47216,86.75856
2020-01-02 06:30:00,100012.61191,336407.19638,30.0,118.44298,86.76103
2020-01-02 07:00:00,100108.47458,336093.65587,30.0,118.41337,86.76355
2020-01-02 07:30:00,100205.68169,335780.90449,30.0,118.38354,86.76605
2020-01-02 08:00:00,100308.1126,335460.78225,30.0,118.3525,86.76861
2020-01-02 08:30:00,100410.1956,335135.8636,30.0,118.32124,86.77121
2020-01-02 09:00:00,100514.92061,334809.01619,30.0,118.28942,86.77382
2020-01-02 09:30:00,100624.38959,334482.98464,30.0,118.25684,86.77641
2020-01-02 10:00:00,100731.05392,334149.75679,30.0,118.22431,86.77907
2020-01-02 10:30:00,100839.17061,333818.15058,30.0,118.19158,86.78171
2020-01-02 11:00:00,100942.23025,333485.25046,30.0,118.15953,86.78438
2020-01-02 11:30:00,101041.96929,333145.32129,30.0,118.12761,86.78711
2020-01-02 12:00:00,101139.32858,332803.0229,30.0,118.0959,86.78987
2020-01-02 12:30:00,101245.74492,332463.53654,30.0,118.06284,86.79258
2020-01-02 13:00:00,101331.56465,332129.89503,30.0,118.03325,86.7953
